Quarter,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Avg
Q1,83.84615384615384,86.0,83.0,79.46153846153847,87.15384615384616,84.46153846153847,82.23076923076923,83.73626373626374
Q2,82.76923076923077,74.08333333333333,78.92307692307692,85.92307692307692,80.66666666666667,75.46153846153847,82.3076923076923,80.01923076923076
Q3,79.63636363636364,85.0,84.08333333333333,80.18181818181819,82.9090909090909,78.72727272727273,82.81818181818181,81.90800865800864
