quarter,Mon,Tue,Wed,Thu,Fri,Sat,Sun,Avg
Q1 (Jan-Mar),21.76923076923077,21.0,21.333333333333332,21.153846153846153,22.923076923076923,21.636363636363637,21.307692307692307,21.597701149425287
Q2 (Apr-Jun),20.0,27.0,22.615384615384617,22.416666666666668,23.53846153846154,22.692307692307693,24.833333333333332,23.25
Q3 (Jul-Sep),21.727272727272727,23.416666666666668,25.46153846153846,23.416666666666668,23.181818181818183,24.333333333333332,23.416666666666668,23.6144578313253
